,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
8,9725.42509773719,891.5551016504492,219.646999212548,567.7962532952444,787.4432525077924,-1883.5604280467967,10934.712474520367,11722.15572702816,Composite Cell Beams with Metal Decking,38086005.016,55440.0,49762922.024828255,266.60203511174916,202.0439125114018,Residential,44.1136,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
9,7806.168473952807,1261.9037910896914,150.62382005565854,5689.974305998519,5840.598126054175,-2983.521547361303,9337.586139031608,9906.863164168357,Steel Frame with CLT Slabs,35805678.3348,55440.0,35603186.27652712,250.6397483439162,172.9477973913334,Residential,42.864000000000004,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
10,5908.9682891576895,1252.1324171722263,159.75729228119744,10962.605308475673,11122.362600756867,-3260.7426260004263,7472.301813522961,8103.055678279831,"CLT, Glulam and Steel Column Hybrid",33651048.9316,55440.0,37470417.590295225,235.5573425209458,139.03064855779053,Residential,47.96,8,C32/40 - 50% GGBS,No,Yes,Cavity Wall,11,11
0,17299.282205256903,755.0017004110997,588.7162518181146,1520.8696296572618,2109.585881475377,2335.844623735627,19121.494946318668,21231.080827794045,RC Flat Slab,38402560.0845,93600.0,122212960.50292279,268.8179205914381,207.16146225331312,Residential,118.95,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
1,15147.868489035554,664.6027704256153,529.3099589191786,1367.4107508323889,1896.7207097515677,1885.9265423369618,16749.604194947406,18646.32490469897,PT RC Flat Slab,42226520.9119,93600.0,110338206.59190574,295.5856463831515,182.10672907404444,Residential,118.04,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
2,15160.884990751614,661.8095752455872,523.8738186103798,1353.3680634971913,1877.2418821075712,1958.422816079973,16759.517680478315,18636.75956258589,RC Rib Slab,40724520.3007,93600.0,108617654.00225396,285.07164210485627,182.10031327546125,Residential,123.5,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
3,15283.652077054636,668.5985911202862,491.697445299823,1270.2497618504474,1761.9472071502705,2412.2881047961127,16889.765499172016,18651.712706322287,Two-way RC Slab,34718618.1303,93600.0,102451200.87628709,243.03032691203762,183.04269044961598,Residential,122.85000000000001,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
4,15550.702421087772,678.2470966762006,531.8703125358888,1374.0246796982083,1905.8949922340973,2073.2615694210813,17188.81791483554,19094.712907069643,One-Way Spanning RC,37640065.4062,93600.0,110223790.53430113,263.48045784328167,186.45617919528658,Residential,125.45,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
5,18940.763591119943,769.5198061731667,618.0085559411377,1596.5377774166848,2214.546333357822,2172.626713507542,20642.57330675437,22857.1196401122,Precast Hollowcore with In-situ RC Beams,41653675.9547,93600.0,128056995.51052833,291.5757316829516,223.65543844484318,Residential,121.55,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
6,18085.914936096073,1232.5121690590324,476.7178937128299,1231.7777554568238,1708.4956491696541,-965.7531769747856,19949.60326399251,21658.09891316217,Non-Composite Rolled Steel with PCC Planks,56650672.6627,93600.0,99164389.16358069,396.55470863855726,217.37348261357977,Residential,129.5216,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
7,18564.557607849812,1275.5538391085147,411.9967057830175,1064.6656163020177,1476.6623220850352,-2370.111576161805,20567.256600865265,22043.9189229503,Composite Rolled Steel with Metal Decking,56726874.4335,93600.0,86605645.0084121,397.08812103443876,223.97804190063786,Residential,128.1696,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
8,19254.137019409252,1414.7981568086684,398.57513166986405,1030.0445851622912,1428.619716832155,-2778.2153435458627,21381.99021262897,22810.609929461127,Composite Cell Beams with Metal Decking,61713113.3665,93600.0,83857238.61398946,431.99179356521785,233.05536331404048,Residential,121.54375999999998,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
9,12557.605118439498,1712.7386387297036,265.8760558653376,9341.000503469983,9606.876559335322,-3675.8906344259617,14816.130164694458,15816.76819191968,Steel Frame with CLT Slabs,48917785.9647,93600.0,56320508.523802266,342.42450175313263,161.9503703680298,Residential,125.79320000000001,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
10,12071.55226434805,1879.3755625363615,280.3111988980869,14180.11821155724,14460.429410455328,-4393.672127610502,14550.219984837267,15628.938195292594,"CLT, Glulam and Steel Column Hybrid",50231074.8438,93600.0,59204009.65401491,351.61752390632665,159.20766569170505,Residential,128.83,26,C32/40 - 25% GGBS,No,No,Curtain Walling,6,6
0,40086.71374312671,1492.230711884315,1188.2435381427294,3069.686448266538,4257.929986409267,4005.6857847868123,44004.077895090704,48262.00788149997,RC Flat Slab,59615618.5572,119700.0,251085543.3034952,417.3093299006684,371.1059918545645,Education,77.10000000000001,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
1,29446.987766849656,1095.500754156663,890.4966031891884,2300.543844313029,3191.0404475022174,2710.5704470850537,32327.220346689657,35518.26079419188,PT RC Flat Slab,59132813.5681,119700.0,188109245.04595637,413.92969497686636,273.52673384850897,Education,75.07500000000002,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
2,24766.548899845835,937.7621915430371,714.3527515496866,1845.52743669981,2559.880188249497,2859.9103423084325,27199.50524477723,29759.38543302673,RC Rib Slab,53107414.4628,119700.0,151913102.18791765,371.7519012394139,230.33631700932867,Education,82.875,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
3,30829.45300752446,1186.0829470197189,760.4069856063529,1964.4951550776866,2724.9021406840398,5565.96204508942,33854.241472675305,36579.143613359345,Two-way RC Slab,58849319.5213,119700.0,160106777.06666747,411.94523664898975,286.26722397096324,Education,81.75,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
4,26666.8280984731,1004.266723344049,774.2289435898334,2000.2001632814115,2774.4291068712455,2984.582970203738,29281.82640317213,32056.25551004338,One-Way Spanning RC,51687985.2884,119700.0,164070380.37944525,361.81589701880483,247.64947619207132,Education,83.25000000000001,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
5,28128.9599508912,1031.9423379221048,824.7592875198338,2130.730609598352,2955.4898971181856,2663.20565372126,30567.983872199,33523.4737693172,Precast Hollowcore with In-situ RC Beams,52344360.5699,119700.0,175228240.82302073,366.4105239890464,258.43270172254006,Education,77.62500000000001,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
6,29478.703793011322,1894.9758050200771,709.1697760117261,1832.489855016057,2541.6596310277832,-1751.5101441910094,32379.563229591928,34921.22286061971,Non-Composite Rolled Steel with PCC Planks,78964441.4801,119700.0,151039396.61026832,552.7510903609736,275.1237620714528,Education,83.5425,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
7,25425.36196606868,1682.216563748353,488.09508174924287,1261.4698779086991,1749.5649596579417,-3471.3519263841786,28087.691243021807,29837.256202679753,Composite Rolled Steel with Metal Decking,71800817.1801,119700.0,105195151.79396486,502.6057202603962,238.8495986907452,Education,80.1675,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
8,27742.386894140127,1992.582649709474,498.98905372763176,1289.706397601484,1788.6954513291155,-4182.383792576205,30750.208931848312,32538.904383177432,Composite Cell Beams with Metal Decking,84416538.9485,119700.0,107367191.77033293,590.9157726393784,261.83061574342264,Education,80.2814715368994,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
9,20951.00341012213,2865.6703596596226,351.1140037313499,13986.794408372385,14337.908412103732,-6607.547936009577,24633.293307399308,25964.045756200307,Steel Frame with CLT Slabs,77642770.6501,119700.0,78302359.43019845,543.4993945506313,210.33243694193766,Education,82.95,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
10,18510.885514665377,2964.0990253946966,377.7483486380603,23808.842216629044,24186.590565267103,-7410.148228281438,22397.55072858582,23877.194933852923,"CLT, Glulam and Steel Column Hybrid",85591317.4712,119700.0,83728775.57297029,599.139222298424,192.11938137747904,Education,88.5,15,C32/40 - CEM I (OPC),No,No,PC Cladding,7,7
0,38779.896705475076,2168.4421989677676,1743.419397811718,4504.057491806385,6247.476889618104,5760.938332239202,43444.189613174756,49691.666502792854,RC Flat Slab,93563224.4039,223080.0,366051498.5228625,654.9425708270182,197.68303830016933,Residential,62.075,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
1,32391.033567987204,1839.5329945574633,1522.4943876211191,3933.361986097932,5455.856373719053,4285.827889369145,36328.92546163165,41784.781835350695,PT RC Flat Slab,103826812.5941,223080.0,320358906.62291783,726.7876881587946,166.10952640214472,Residential,61.295,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
2,22541.277208322143,1298.5689759763,1033.6693443488402,2670.6246661695423,3704.2940105183825,3236.0772684845365,25295.02524131163,28999.31925183001,RC Rib Slab,80518977.3721,223080.0,221945637.88224903,563.632841604501,115.91652359205725,Residential,68.89999999999999,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,223080.0,0.0,0.0,,Residential,0.0,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
4,23283.602635046573,1331.4217761235632,1044.418944511675,2698.3931315678237,3742.812076079498,3530.7200021140084,26113.331904284823,29856.143980364326,One-Way Spanning RC,76456640.4638,223080.0,224072699.98181096,535.1964832468044,119.45727267138079,Residential,68.89999999999999,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,223080.0,0.0,0.0,,Residential,0.0,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
6,38409.616640356115,2983.4754277979155,1077.4606911207673,2784.319000740243,3861.7796918610106,-3301.404824790535,42465.68531471049,46327.46500657149,Non-Composite Rolled Steel with PCC Planks,126176638.9584,223080.0,230502611.58364144,883.2364727090714,194.3200725632937,Residential,67.9679,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
7,30639.41786963718,2512.0865840301076,720.8902796505349,1863.2838572517546,2584.1741369022893,-5804.551876309926,34187.59929100707,36771.77342790934,Composite Rolled Steel with Metal Decking,111166941.0827,223080.0,157793556.8387024,778.168587579237,156.74093544282906,Residential,65.0429,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
8,33998.96907613779,2953.20101181929,740.4072395803591,1913.8339909510253,2654.2412305313846,-6766.352411446426,38044.07246476414,40698.31369529551,Composite Cell Beams with Metal Decking,129412900.2194,223080.0,161703876.36814526,905.8903015355038,174.6008730782663,Residential,66.32727533197948,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
9,25130.605780065354,4175.965167477886,459.88112190471276,20227.589827600423,20687.470949505132,-10095.794471135403,30178.893340228755,31932.639519091677,Steel Frame with CLT Slabs,120644107.948,223080.0,106102231.7631937,844.5087556361378,139.06850500208398,Residential,66.4677,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
10,19760.764734966106,4301.463202735047,478.8901526280031,37145.26569296915,37624.155845597175,-11515.943124552863,25054.627133020615,26968.93491461779,"CLT, Glulam and Steel Column Hybrid",132294550.2046,223080.0,109974432.47144629,926.0618514320857,116.4635511227035,Residential,71.17500000000001,13,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,82944.0,0.0,0.0,,Healthcare,0.0,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
1,14094.11262888878,1248.1085408620972,836.0821238019658,2159.893290724758,2995.975414526724,2543.229006058341,16299.531972003462,19295.507386530182,PT RC Flat Slab,55155996.3546,82944.0,217925659.76640692,386.0919744821351,201.16734117580052,Healthcare,92.225,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
2,13177.502175484044,1139.9333685900087,721.5156653727133,1863.9441681057253,2585.4598334784387,2700.4528998322703,15199.4385433678,17784.89837684624,RC Rib Slab,50457794.2542,82944.0,192456255.48590267,353.20455977961683,187.5077534619432,Healthcare,102.425,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
3,18069.701997435684,1354.143525125203,771.0892816914474,1992.003186912191,2763.092468603639,4867.954746623033,20585.930044864603,23349.022513468244,Two-way RC Slab,56756760.6895,82944.0,202210343.73565906,397.29732482662973,252.98065405202584,Healthcare,100.725,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
4,14710.237376424386,1265.326410276617,818.8611360784413,2115.4078778274265,2934.2690139058677,2941.7591464529933,16963.059510034273,19897.32852394013,One-Way Spanning RC,51270264.2994,82944.0,214899837.03824243,358.8918500955141,208.83911265588577,Healthcare,103.27499999999999,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
5,16213.821225340476,1202.2536060765424,794.1453180296132,2051.561750726629,2845.7070687562423,2457.518392786177,18258.86149115,21104.568559906238,Precast Hollowcore with In-situ RC Beams,48090718.8666,82944.0,209523279.9782658,336.6350320659481,224.193389795717,Healthcare,96.05,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
6,19171.869774456336,1856.945706867612,675.1751927394323,1744.5162689556696,2419.691461695102,-1026.1590800315557,21686.225050535628,24105.916512230728,Non-Composite Rolled Steel with PCC Planks,68246616.405,82944.0,183608047.22383067,477.72631483517296,267.21584883018426,Healthcare,103.9125,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
7,16219.361718912203,1720.9925317601867,505.69317165036296,1306.7617518916772,1812.4549235420402,-2300.3644868668903,18547.208299654394,20359.66322319643,Composite Rolled Steel with Metal Decking,64358328.1934,82944.0,147058448.52236617,450.50829735370843,229.0426865958732,Healthcare,100.0875,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
8,18976.18634161097,2097.258469004323,521.6337832564245,1348.055468141949,1869.689251398374,-3193.899933724495,21720.10220762978,23589.79145902815,Composite Cell Beams with Metal Decking,78510339.2798,82944.0,150250237.77520996,549.5723749586211,268.4904825254196,Healthcare,101.44036,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
9,15304.31143843943,2516.059405683873,409.86953439418784,9618.72617853756,10028.595712931748,-4517.781826709335,18413.19385138011,19929.437270733884,Steel Frame with CLT Slabs,67856432.9818,82944.0,126849219.23824623,474.9950308728156,227.72218463364348,Healthcare,102.3519,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
10,13900.197935108275,2799.337247769391,466.00793434330984,19877.357043322372,20343.364977665675,-5673.8228369060125,17422.128989484543,19195.005135150215,"CLT, Glulam and Steel Column Hybrid",87301483.083,82944.0,138341755.35733104,611.1103815813353,217.4146336210682,Healthcare,116.96,17,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,45360.0,0.0,0.0,,Office,0.0,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,45360.0,0.0,0.0,,Office,0.0,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,45360.0,0.0,0.0,,Office,0.0,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,45360.0,0.0,0.0,,Office,0.0,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,45360.0,0.0,0.0,,Office,0.0,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,45360.0,0.0,0.0,,Office,0.0,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
6,9483.99445470132,695.5778763085368,253.3801315047442,654.9489087721637,908.3290402769076,-699.2824591474657,10445.90454839679,11354.233588673695,Non-Composite Rolled Steel with PCC Planks,28723304.9139,45360.0,59542901.8039279,201.0631343972154,234.72150976177258,Office,24.344,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
7,8460.99532362985,742.1720306380172,162.66311518489124,420.6736286120664,583.3367437969576,-1685.3656720968274,9475.198064031514,10058.53480782847,Composite Rolled Steel with Metal Decking,30739698.5728,45360.0,41237365.85653863,215.17789000966403,213.63262685275964,Office,23.1204,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
8,9622.744566200157,898.0377706110054,168.88991996833846,436.80671718547774,605.6966371538163,-2048.1841304442055,10810.29207907202,11415.98871622583,Composite Cell Beams with Metal Decking,37375155.2377,45360.0,42480395.60565777,261.6260866635612,244.08990665201895,Office,23.644799999999996,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
9,7526.692966650483,1257.5404144359222,108.89664010592514,5238.126248827263,5347.0228889331875,-3089.8192294630817,9011.573070105333,9429.568436102743,Steel Frame with CLT Slabs,34199965.6297,45360.0,30381702.132795986,239.39975940799067,203.9456091162549,Office,23.0804,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
10,4893.747799533491,1136.9928583821518,110.67603527385465,10306.73593766246,10417.411972936317,-3096.5657335533865,6286.326607323437,6738.400596259755,"CLT, Glulam and Steel Column Hybrid",29472640.7033,45360.0,30791758.811297495,206.30848492330293,143.1356942735172,Office,28.0,4,C32/40 - 25% GGBS,No,No,Lightweight Cladding,12,12
0,5639.129816803024,493.5472261725969,322.94945443728255,834.3014386991516,1157.2508931364348,1080.0509578596532,6513.197465576072,7670.448358712506,RC Flat Slab,20040143.8109,36720.0,84890145.67269409,140.28100667612742,181.19494750142158,Office,80.16000000000001,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
1,4520.858917780705,419.7519327355776,269.71029272469707,696.7735495260544,966.4838422507515,808.8398260944067,5248.021246374679,6214.50508862543,PT RC Flat Slab,19970093.9353,36720.0,73672809.38485527,139.7906575469313,146.72690370156892,Office,78.88000000000001,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
2,4270.6485899453255,398.8915465839091,246.0697589802176,635.7051066689786,881.7748656491964,810.9142007576665,4958.048853934325,5839.823719583521,RC Rib Slab,19167707.2494,36720.0,69135941.4445439,134.17395074613083,138.67709163073135,Office,84.4,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,36720.0,0.0,0.0,,Office,0.0,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
4,4390.582983771527,404.3910894883332,248.3857484257662,641.687791774221,890.073540199987,858.1618969238523,5090.587808377821,5980.661348577809,One-Way Spanning RC,17964918.4355,36720.0,69535241.56908263,125.75442904878994,142.0572504745809,Office,84.4,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
5,5599.603850016695,425.3083764521254,273.9309843667623,707.6764787554329,981.6074631221954,824.8364168639366,6311.562693001272,7293.170156123468,Precast Hollowcore with In-situ RC Beams,18701230.1905,36720.0,74587430.19360776,130.908611333701,175.44856493286963,Office,80.4,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
6,6113.945887067801,589.5923359022327,227.16171996261468,586.9378344657322,814.099554428347,-193.92838596996788,6922.717037011609,7736.816591439953,Non-Composite Rolled Steel with PCC Planks,24455024.9356,36720.0,65134404.556644194,171.18517454932905,193.18905804904514,Office,86.59200000000001,16,C32/40 - 75% GGBS,Yes,Yes,Cavity Wall,6,6
