Project No,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X
1056,6254.745478116428,Composite Rolled Steel with Metal Decking,18129164.5651,21384.0,33482298.477726024,126.9041519559637,271.76773549556,Residential,88.77600000000001,18,C32/40 - 50% GGBS,No,No,PC Cladding,6
1057,6578.013837098688,Composite Cell Beams with Metal Decking,19670809.6447,21384.0,33340203.157523207,137.69566751261948,287.4946245392808,Residential,87.92207040664121,18,C32/40 - 50% GGBS,No,No,PC Cladding,6
1058,5524.605337665681,Steel Frame with CLT Slabs,17750108.4279,21384.0,27402149.04841838,124.25075899500068,241.63023867502525,Residential,90.6048,18,C32/40 - 50% GGBS,No,No,PC Cladding,6
1059,5559.537977356973,"CLT, Glulam and Steel Column Hybrid",20134676.1718,21384.0,29560848.49123571,140.94273320242056,241.86011760071125,Residential,94.95,18,C32/40 - 50% GGBS,No,No,PC Cladding,6
1063,81723.62728385968,"CLT, Glulam and Steel Column Hybrid",243816990.7693,423360.0,269734835.4042935,1706.718935385352,185.6031340875961,Residential,138.60000000000002,24,C32/40 - CEM I (OPC),No,Yes,PC Cladding,7
1064,91471.35456132155,RC Flat Slab,208307587.0835,412776.0,1060517034.301674,1458.1531095846592,191.79379599477173,Office,66.56,13,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,9
1065,87079.55485229437,PT RC Flat Slab,242606260.6533,412776.0,1061172186.4685824,1698.2438245732544,181.6883916160583,Office,66.69000000000001,13,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,9
1066,92192.30582363886,Two-way RC Slab,198241643.443,412776.0,897232590.6548172,1387.691504101079,200.01409788459267,Office,74.42500000000001,13,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,9
1067,82533.03868112518,Precast Hollowcore with In-situ RC Beams,186724322.4862,412776.0,895993002.0546722,1307.0702574037048,176.43622102616078,Office,69.875,13,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,9
1068,92836.26727183488,Non-Composite Rolled Steel with PCC Planks,256327452.4595,412776.0,770500244.724676,1794.2921672162677,207.71352557681243,Office,75.9824,13,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,9
1069,75202.70208008068,Composite Rolled Steel with Metal Decking,242477433.7466,412776.0,617961632.4238459,1697.3420362259876,171.14254950059944,Office,72.202,13,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,9
1072,61640.7579845849,"CLT, Glulam and Steel Column Hybrid",254002180.0316,412776.0,539470394.6960064,1778.0152602215176,140.96545906617106,Office,79.56000000000002,13,C32/40 - 75% GGBS,Yes,Yes,Timber Cladding,9
1073,19125.996845871057,Non-Composite Rolled Steel with PCC Planks,40603362.7887,45276.0,115275984.14089976,284.2235395206936,392.4729393447252,Residential,113.46,20,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,11
1074,16119.574940069951,Composite Rolled Steel with Metal Decking,37747384.8099,45276.0,89653824.39241962,264.231693669064,335.1042012521869,Residential,106.314,20,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,11
1075,17042.19400565013,Composite Cell Beams with Metal Decking,41741127.8605,45276.0,91684604.11481787,292.1878950233959,355.32995769507346,Residential,108.5396,20,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,11
1076,14654.414386531404,Steel Frame with CLT Slabs,39262256.771,45276.0,76274471.61544481,274.83579739702844,307.40032687933586,Residential,105.914,20,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,11
1077,14102.798027809453,"CLT, Glulam and Steel Column Hybrid",36451420.4129,45276.0,84003114.70892704,255.1599428905504,291.4224888224592,Residential,117.5,20,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,11
1078,99238.2003829427,RC Flat Slab,209504599.441,540000.0,858119902.7992604,1466.5321960869237,164.59465901910744,Residential,110.76,24,C32/40 - 50% GGBS,Yes,No,Curtain Walling,6
1079,83445.34337861896,PT RC Flat Slab,224165322.7137,540000.0,770998345.478053,1569.1572589961247,138.43406274853038,Residential,109.56,24,C32/40 - 50% GGBS,Yes,No,Curtain Walling,6
1080,72590.45713388309,RC Rib Slab,201884751.523,540000.0,681865788.3275948,1413.1932606607695,120.85837609023764,Residential,118.2,24,C32/40 - 50% GGBS,Yes,No,Curtain Walling,6
1081,82228.93834079217,Two-way RC Slab,183593770.2346,540000.0,679434274.7083273,1285.156391641934,138.55320531837273,Residential,115.8,24,C32/40 - 50% GGBS,Yes,No,Curtain Walling,6
1082,76192.58270954568,One-Way Spanning RC,188411127.3153,540000.0,695756633.2123809,1318.8778912072864,126.88904133564772,Residential,118.2,24,C32/40 - 50% GGBS,Yes,No,Curtain Walling,6
1083,100548.93768532008,Precast Hollowcore with In-situ RC Beams,211955994.7594,540000.0,811095061.0147045,1483.6919633154534,168.61224792141977,Residential,112.2,24,C32/40 - 50% GGBS,Yes,No,Curtain Walling,6
1087,69472.96945136884,Steel Frame with CLT Slabs,251182956.1344,540000.0,398858723.9669019,1758.280692941026,124.47920429261444,Residential,117.3504,24,C32/40 - 50% GGBS,Yes,No,Curtain Walling,6
1089,52664.17399479823,RC Flat Slab,118572627.0131,262990.0,455231930.6451439,830.0083890915666,173.8818398066928,Residential,81.17500000000001,17,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10
1090,44271.56049697846,PT RC Flat Slab,135428017.6694,262990.0,405869689.8291909,947.9961236854635,145.79343810808524,Residential,80.155,17,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10
1091,49616.69033938063,Two-way RC Slab,105513324.4347,262990.0,351565402.03795344,738.5932710428928,168.75318629727423,Residential,89.67500000000001,17,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10
1092,45044.85594463698,Precast Hollowcore with In-situ RC Beams,100643018.1834,262990.0,341836932.6167875,704.5011272839901,151.89598501455637,Residential,84.575,17,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10
1093,52845.459016699606,Non-Composite Rolled Steel with PCC Planks,152652954.852,262990.0,272167357.4774384,1068.5706839638065,187.4855258567088,Residential,94.1919,17,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10
1094,45302.430963556144,Composite Rolled Steel with Metal Decking,150514624.036,262990.0,189532486.5685849,1053.6023682521063,164.33201299638742,Residential,89.03240000000001,17,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10
1095,50012.447606481786,Composite Cell Beams with Metal Decking,173894236.6536,262990.0,193912851.77851903,1217.2596565753122,182.5642701715653,Residential,90.1952,17,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10
1096,41273.72330941422,Steel Frame with CLT Slabs,153119102.6633,262990.0,121769819.8965613,1071.833718643135,153.02473025388744,Residential,88.55300000000001,17,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10
1097,33166.96913578644,"CLT, Glulam and Steel Column Hybrid",143712003.8546,262990.0,127669184.62481068,1005.9840269819072,121.10607776555771,Residential,97.835,17,C32/40 - 75% GGBS,No,Yes,Timber Cladding,10
1099,79137.43671098977,Composite Rolled Steel with Metal Decking,251665645.5369,360360.0,587570226.8615417,1761.6595187583666,206.9483458221734,Healthcare,86.5214,14,C32/40 - 75% GGBS,Yes,No,Lightweight Cladding,11
1103,37021.19261838576,Non-Composite Rolled Steel with PCC Planks,98121803.5582,137280.0,191756673.89689592,686.8526249073165,252.1274146698003,Office,67.60600000000001,11,C32/40 - 75% GGBS,No,No,Timber Cladding,12
1104,29303.83088251216,Composite Rolled Steel with Metal Decking,99645997.3924,137280.0,112094309.43196742,697.5219817471356,205.68139613389835,Office,63.5811,11,C32/40 - 75% GGBS,No,No,Timber Cladding,12
1105,33095.74530488043,Composite Cell Beams with Metal Decking,119098452.7804,137280.0,115827026.34196857,833.6891694626495,233.8101844718093,Office,65.14486,11,C32/40 - 75% GGBS,No,No,Timber Cladding,12
1106,31276.504165897397,Steel Frame with CLT Slabs,115672004.1478,137280.0,75925271.73026934,809.7040290348816,224.7874680158863,Office,63.668000000000006,11,C32/40 - 75% GGBS,No,No,Timber Cladding,12
1107,44717.759388716855,RC Flat Slab,68084635.5348,148104.0,266172082.13596937,476.592448743739,274.8501853904205,Healthcare,49.815,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1108,31786.890600913142,PT RC Flat Slab,72713302.2136,148104.0,199689764.0627637,508.99311549494143,195.82778953027605,Healthcare,48.42,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1109,36123.20267134241,RC Rib Slab,68098811.3101,148104.0,216824521.18000263,476.69167917101015,222.79990404261247,Healthcare,53.775,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1110,40251.78664190378,Two-way RC Slab,67057494.3326,148104.0,221493892.8868112,469.4024603284684,250.05731885117956,Healthcare,52.65,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1111,41843.18029520558,One-Way Spanning RC,67478967.1507,148104.0,250302418.30087373,472.3527700548687,257.3500615513966,Healthcare,54.0,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1112,34199.82558495964,Precast Hollowcore with In-situ RC Beams,56741805.1495,148104.0,203882888.09505743,397.1926360468378,210.8476261439712,Healthcare,50.85,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1113,34416.832023352814,Non-Composite Rolled Steel with PCC Planks,88535211.0887,148104.0,161432339.57792133,619.7464776210813,218.7695815029443,Healthcare,57.132,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1114,31495.087915533422,Composite Rolled Steel with Metal Decking,89971260.5467,148104.0,113188769.17374936,629.7988238266703,204.8433200936009,Healthcare,54.9936,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1115,35421.683750327655,Composite Cell Beams with Metal Decking,108172131.6685,148104.0,118147149.21861129,757.2049216797163,231.6309999598925,Healthcare,56.44926,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1116,29725.350030156147,Steel Frame with CLT Slabs,102648217.6109,148104.0,79778759.92851296,718.5375232760537,196.9650227587064,Healthcare,55.4409,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1117,24198.56985877689,"CLT, Glulam and Steel Column Hybrid",116962521.9027,148104.0,88065806.94589731,818.7376533189351,158.81300194351766,Healthcare,65.88,9,C32/40 - 25% GGBS,No,No,Cavity Wall,11
1118,10474.063254473594,RC Flat Slab,15038423.3876,18228.0,57557528.628332816,105.2689637132338,530.2026388058393,Office,146.40000000000003,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1119,9828.408694864856,PT RC Flat Slab,15997754.4283,18228.0,54670850.95316222,111.98428099776082,497.8189300659633,Office,145.65,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1120,10284.201882545229,RC Rib Slab,16420050.7546,18228.0,56280686.06320376,114.94035528211369,521.4737030971835,Office,151.50000000000003,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1121,9988.508450111867,Two-way RC Slab,14848931.0407,18228.0,54702013.20874413,103.94251728513778,506.2457418424601,Office,150.0,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1122,10532.288400380628,One-Way Spanning RC,15759574.8504,18228.0,57661974.28423934,110.31702395272514,533.4281979528448,Office,151.50000000000003,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1123,10625.647233614814,Precast Hollowcore with In-situ RC Beams,15644424.5542,18228.0,58461552.5713404,109.510971879099,537.6613296212464,Office,150.0,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1124,10681.942095166236,Non-Composite Rolled Steel with PCC Planks,20718661.072,18228.0,53671444.30100767,145.03062750416092,547.2615551838836,Office,159.24,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1125,11093.747297076548,Composite Rolled Steel with Metal Decking,21045960.9516,18228.0,51798318.7172888,147.32172666133337,571.7693857353981,Office,157.90200000000002,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1126,10892.019160426122,Composite Cell Beams with Metal Decking,21234449.4325,18228.0,50290419.75057229,148.64114602745522,562.2330858076177,Office,153.89159999999998,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1127,9708.922280775549,Steel Frame with CLT Slabs,19729301.9023,18228.0,45929402.25838869,138.10511331581054,500.3924105818013,Office,156.894,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1128,10787.530121464262,"CLT, Glulam and Steel Column Hybrid",21981624.7096,18228.0,52245161.3559313,153.87137296718836,554.0354473118176,Office,163.8,30,C32/40 - CEM I (OPC),Yes,No,PC Cladding,7
1129,38577.12264618592,Composite Rolled Steel with Metal Decking,88126117.4891,93600.0,205804730.60351345,616.8828224233653,387.3830936793669,Office,137.16,24,C32/40 - 25% GGBS,Yes,Yes,Lightweight Cladding,12
1130,42337.05697621727,Composite Cell Beams with Metal Decking,99508948.4814,93600.0,220154650.4323723,696.5626393697274,425.7368303836197,Office,140.93135999999998,24,C32/40 - 25% GGBS,Yes,Yes,Lightweight Cladding,12
1131,35308.22955274599,Steel Frame with CLT Slabs,91093821.8369,93600.0,176682508.155333,637.6567528580614,357.25407797531113,Office,138.0072,24,C32/40 - 25% GGBS,Yes,Yes,Lightweight Cladding,12
1132,39597.05473255658,"CLT, Glulam and Steel Column Hybrid",88561435.8509,93600.0,227974661.76613167,619.9300509561789,392.9059892034155,Office,160.32,24,C32/40 - 25% GGBS,Yes,Yes,Lightweight Cladding,12
1137,34150.70169300961,RC Flat Slab,65078612.4965,155520.0,252073029.8739456,455.5502874754099,195.2677805262285,Residential,42.975,9,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
1138,25566.181523710537,PT RC Flat Slab,67664828.9887,155520.0,202342292.2180921,473.6538029212168,145.83213396986503,Residential,41.985,9,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
1139,23104.665623124387,RC Rib Slab,60330402.9385,155520.0,173857944.3355426,422.31282056964073,132.87258204804317,Residential,47.25,9,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
1140,28406.78616353125,Two-way RC Slab,59851921.4751,155520.0,182885975.1140853,418.9634503258689,165.89502011805018,Residential,46.125,9,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
1141,25993.90736815196,One-Way Spanning RC,57008545.946,155520.0,198260738.50604197,399.0598216219239,148.47374692300946,Residential,47.475,9,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
1142,25339.064416189023,Precast Hollowcore with In-situ RC Beams,55163041.8094,155520.0,179905866.04075032,386.1412926657563,146.2844852726556,Residential,43.875,9,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
1143,31038.667140242665,Non-Composite Rolled Steel with PCC Planks,83754980.9327,155520.0,165183396.0215134,586.2848665289257,185.9368252381624,Residential,47.4939,9,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
1144,23667.8711096911,Composite Rolled Steel with Metal Decking,70221599.3027,155520.0,116209361.85539436,491.5511951189201,143.4933309497769,Residential,45.78660000000001,9,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
1145,22280.80722682769,Steel Frame with CLT Slabs,80509657.8287,155520.0,83714632.92783384,563.5676048011807,138.12724293069505,Residential,47.025000000000006,9,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
1146,18421.537633577904,"CLT, Glulam and Steel Column Hybrid",94629313.8532,155520.0,83717175.78427316,662.4051969722509,113.69316603259324,Residential,49.635000000000005,9,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
1147,70819.61011624476,Non-Composite Rolled Steel with PCC Planks,165697100.3754,291312.0,343361345.8610719,1159.879702628096,228.07304784538027,Office,42.1099,7,C32/40 - 25% GGBS,No,No,PC Cladding,9
1148,56808.96158628427,Composite Rolled Steel with Metal Decking,166786134.5068,291312.0,208757951.34682524,1167.502941547428,188.23110176035223,Office,38.9354,7,C32/40 - 25% GGBS,No,No,PC Cladding,9
1149,66175.71957426256,Composite Cell Beams with Metal Decking,210754723.5428,291312.0,216714934.54169387,1475.283064799724,220.94978480038145,Office,39.68202,7,C32/40 - 25% GGBS,No,No,PC Cladding,9
1150,56820.80888562926,Steel Frame with CLT Slabs,205496784.524,291312.0,141975324.87043697,1438.4774916682316,192.519095791668,Office,40.5993,7,C32/40 - 25% GGBS,No,No,PC Cladding,9
1151,39690.085643669976,"CLT, Glulam and Steel Column Hybrid",188506008.6069,291312.0,138400424.88735616,1319.5420602482477,132.98580946498717,Office,44.52,7,C32/40 - 25% GGBS,No,No,PC Cladding,9
1152,31752.03720242455,RC Flat Slab,63517298.5047,124800.0,356693713.1409888,444.62108953260855,226.9737828831752,Residential,33.425000000000004,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1153,25403.202147836484,PT RC Flat Slab,66553325.5359,124800.0,318116264.6392808,465.873278751382,181.66815391130945,Residential,32.655,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1154,24448.48673200861,RC Rib Slab,60473815.1461,124800.0,304441928.2756776,423.3167060229424,175.6750499060988,Residential,37.1,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1155,28198.471963416767,Two-way RC Slab,60578780.3791,124800.0,308837956.71386725,424.0514626538972,205.08174950382528,Residential,36.05,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1156,27028.227430775223,One-Way Spanning RC,59057781.5954,124800.0,326487891.1592869,413.4044711675982,193.07900547024343,Residential,37.45,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1157,25997.284487218803,Precast Hollowcore with In-situ RC Beams,56469793.9589,124800.0,305882980.0268763,395.2885577123921,187.64758508681967,Residential,34.300000000000004,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1158,27719.419340108885,Non-Composite Rolled Steel with PCC Planks,71884053.7837,124800.0,287729536.5509413,503.1883764859127,204.81805245003045,Residential,38.7849,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1159,24404.40447254493,Composite Rolled Steel with Metal Decking,69608978.9982,124800.0,250976197.1552378,487.2628529876175,183.28480629986984,Residential,36.6604,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1160,27069.60919159356,Composite Cell Beams with Metal Decking,81772917.4288,124800.0,253175871.69931096,572.4104220014019,205.0061739404293,Residential,37.1,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1161,23138.30258235713,Steel Frame with CLT Slabs,75777661.2666,124800.0,224747051.30446196,530.4436288663054,176.78172214018832,Residential,36.435,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1162,19969.039200679825,"CLT, Glulam and Steel Column Hybrid",85425640.6884,124800.0,225811321.2653699,597.9794848189675,151.4054080589527,Residential,40.005,7,C32/40 - 50% GGBS,Yes,No,PC Cladding,10
1163,113213.84738275738,RC Flat Slab,166376406.5965,300960.0,787020907.2250222,1164.634846175505,341.9850628087092,Healthcare,126.04,23,C32/40 - 25% GGBS,Yes,No,PC Cladding,6
1164,85406.91405978025,PT RC Flat Slab,160389925.733,300960.0,622242620.686769,1122.7294801312694,258.4513624033256,Healthcare,123.165,23,C32/40 - 25% GGBS,Yes,No,PC Cladding,6
1165,71693.18096647959,RC Rib Slab,143166105.357,300960.0,520202891.3806852,1002.1627374991724,218.1050987649176,Healthcare,131.67499999999998,23,C32/40 - 25% GGBS,Yes,No,PC Cladding,6
1166,75648.05448914166,One-Way Spanning RC,137988634.7067,300960.0,538849902.9954305,965.9204429470462,230.0027537607568,Healthcare,131.67499999999998,23,C32/40 - 25% GGBS,Yes,No,PC Cladding,6
1167,87175.98521875341,Precast Hollowcore with In-situ RC Beams,145192338.9381,300960.0,610229877.8295071,1016.3463725670024,264.7157004902804,Healthcare,125.35,23,C32/40 - 25% GGBS,Yes,No,PC Cladding,6
1168,94445.5320278103,Non-Composite Rolled Steel with PCC Planks,225544075.1986,300960.0,526366671.6689568,1578.8085263903693,295.27685406030275,Healthcare,137.0363,23,C32/40 - 25% GGBS,Yes,No,PC Cladding,6
